positive,trust,anticipation,joy,negative,sadness,anger,fear,surprise,disgust,outcome
5.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0
37.0,24.0,12.0,6.0,18.0,6.0,11.0,21.0,11.0,3.0,0
10.0,6.0,2.0,2.0,12.0,7.0,6.0,12.0,2.0,4.0,0
18.0,12.0,4.0,5.0,32.0,18.0,26.0,21.0,8.0,7.0,1
32.0,27.0,4.0,5.0,18.0,5.0,6.0,11.0,8.0,6.0,1
10.0,5.0,3.0,2.0,12.0,4.0,6.0,8.0,2.0,3.0,1
36.0,20.0,6.0,5.0,15.0,11.0,5.0,6.0,15.0,1.0,0
234.0,137.0,69.0,44.0,115.0,52.0,64.0,87.0,29.0,32.0,1
14.0,13.0,4.0,3.0,10.0,5.0,3.0,4.0,2.0,1.0,1
14.0,13.0,7.0,2.0,16.0,8.0,8.0,9.0,11.0,7.0,1
1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
14.0,14.0,4.0,0.0,11.0,4.0,3.0,6.0,6.0,3.0,0
16.0,15.0,6.0,5.0,11.0,6.0,3.0,7.0,11.0,0.0,1
21.0,11.0,7.0,4.0,8.0,4.0,3.0,4.0,3.0,2.0,0
35.0,22.0,11.0,7.0,21.0,9.0,6.0,11.0,14.0,1.0,0
11.0,12.0,5.0,1.0,8.0,5.0,3.0,5.0,2.0,3.0,0
109.0,83.0,34.0,29.0,47.0,26.0,29.0,51.0,39.0,16.0,0
76.0,48.0,25.0,16.0,34.0,12.0,19.0,29.0,12.0,9.0,0
9.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,1
6.0,4.0,6.0,0.0,7.0,3.0,1.0,4.0,2.0,1.0,1
20.0,11.0,7.0,2.0,12.0,4.0,3.0,6.0,8.0,3.0,1
22.0,17.0,7.0,3.0,6.0,1.0,2.0,3.0,8.0,2.0,0
42.0,35.0,14.0,15.0,29.0,16.0,18.0,16.0,3.0,8.0,1
14.0,13.0,4.0,3.0,10.0,5.0,3.0,4.0,2.0,1.0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
84.0,48.0,32.0,27.0,98.0,66.0,30.0,35.0,22.0,19.0,1
14.0,17.0,9.0,2.0,19.0,4.0,6.0,11.0,4.0,3.0,1
74.0,46.0,26.0,14.0,50.0,22.0,15.0,24.0,26.0,11.0,1
661.0,512.0,264.0,245.0,376.0,173.0,204.0,298.0,217.0,85.0,0
88.0,71.0,46.0,28.0,61.0,31.0,32.0,39.0,38.0,12.0,0
157.0,135.0,40.0,29.0,23.0,11.0,21.0,32.0,27.0,10.0,0
105.0,83.0,30.0,38.0,38.0,15.0,22.0,30.0,51.0,8.0,0
84.0,48.0,32.0,27.0,98.0,66.0,30.0,35.0,22.0,19.0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
14.0,17.0,9.0,2.0,19.0,4.0,6.0,11.0,4.0,3.0,1
23.0,19.0,12.0,5.0,20.0,5.0,10.0,13.0,3.0,7.0,0
32.0,20.0,11.0,14.0,10.0,5.0,7.0,7.0,5.0,1.0,1
209.0,163.0,82.0,74.0,128.0,62.0,61.0,81.0,79.0,29.0,0
791.0,627.0,287.0,273.0,344.0,157.0,162.0,270.0,209.0,81.0,0
42.0,30.0,18.0,8.0,54.0,17.0,18.0,36.0,22.0,8.0,1
82.0,57.0,28.0,19.0,41.0,20.0,22.0,29.0,30.0,11.0,0
128.0,114.0,32.0,34.0,46.0,14.0,20.0,32.0,44.0,11.0,0
87.0,56.0,40.0,33.0,60.0,37.0,20.0,29.0,22.0,9.0,1
32.0,20.0,11.0,14.0,10.0,5.0,7.0,7.0,5.0,1.0,1
23.0,19.0,12.0,5.0,20.0,5.0,10.0,13.0,3.0,7.0,0
209.0,163.0,82.0,74.0,128.0,62.0,61.0,81.0,79.0,29.0,0
791.0,627.0,287.0,273.0,344.0,157.0,162.0,270.0,209.0,81.0,0
42.0,30.0,18.0,8.0,54.0,17.0,18.0,36.0,22.0,8.0,1
46.0,33.0,13.0,17.0,18.0,6.0,11.0,12.0,10.0,8.0,0
166.0,136.0,43.0,43.0,52.0,25.0,27.0,40.0,50.0,21.0,0
21.0,28.0,8.0,5.0,12.0,2.0,2.0,4.0,6.0,1.0,0
64.0,23.0,25.0,8.0,43.0,16.0,11.0,14.0,9.0,9.0,1
186.0,158.0,49.0,39.0,43.0,20.0,32.0,48.0,28.0,15.0,0
46.0,33.0,13.0,17.0,18.0,6.0,11.0,12.0,10.0,8.0,0
166.0,136.0,43.0,43.0,52.0,25.0,27.0,40.0,50.0,21.0,0
21.0,28.0,8.0,5.0,12.0,2.0,2.0,4.0,6.0,1.0,0
2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
10.0,9.0,2.0,1.0,8.0,2.0,4.0,2.0,1.0,5.0,1
14.0,8.0,3.0,2.0,5.0,3.0,2.0,3.0,4.0,0.0,1
54.0,47.0,16.0,17.0,48.0,23.0,28.0,36.0,21.0,13.0,0
63.0,53.0,7.0,5.0,10.0,3.0,10.0,11.0,7.0,3.0,1
64.0,23.0,25.0,8.0,43.0,16.0,11.0,14.0,9.0,9.0,1
186.0,158.0,49.0,39.0,43.0,20.0,32.0,48.0,28.0,15.0,0
10.0,10.0,4.0,2.0,11.0,5.0,6.0,8.0,3.0,1.0,1
142.0,112.0,36.0,30.0,77.0,40.0,45.0,49.0,22.0,21.0,1
4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0
15.0,13.0,4.0,1.0,7.0,3.0,4.0,4.0,4.0,0.0,1
132.0,124.0,49.0,38.0,38.0,13.0,23.0,28.0,30.0,10.0,0
41.0,22.0,16.0,13.0,17.0,6.0,10.0,17.0,7.0,5.0,1
174.0,139.0,104.0,59.0,179.0,157.0,17.0,37.0,5.0,4.0,0
22.0,36.0,2.0,2.0,14.0,2.0,4.0,1.0,4.0,7.0,1
4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0
15.0,13.0,4.0,1.0,7.0,3.0,4.0,4.0,4.0,0.0,1
132.0,124.0,49.0,38.0,38.0,13.0,23.0,28.0,30.0,10.0,0
41.0,22.0,16.0,13.0,17.0,6.0,10.0,17.0,7.0,5.0,1
174.0,139.0,104.0,59.0,179.0,157.0,17.0,37.0,5.0,4.0,0
10.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1
23.0,16.0,7.0,7.0,7.0,4.0,4.0,8.0,13.0,1.0,0
13.0,17.0,2.0,2.0,5.0,2.0,2.0,6.0,3.0,1.0,0
33.0,30.0,2.0,4.0,3.0,0.0,3.0,3.0,7.0,0.0,0
74.0,48.0,24.0,17.0,34.0,12.0,19.0,26.0,13.0,7.0,0
10.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1
23.0,16.0,7.0,7.0,7.0,4.0,4.0,8.0,13.0,1.0,0
13.0,17.0,2.0,2.0,5.0,2.0,2.0,6.0,3.0,1.0,0
16.0,14.0,5.0,3.0,6.0,1.0,3.0,3.0,6.0,5.0,0
112.0,85.0,40.0,27.0,57.0,32.0,27.0,30.0,29.0,14.0,0
37.0,36.0,2.0,3.0,19.0,5.0,4.0,16.0,10.0,0.0,0
46.0,11.0,5.0,4.0,6.0,1.0,4.0,6.0,33.0,1.0,0
3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0
28.0,13.0,21.0,10.0,52.0,26.0,19.0,38.0,14.0,20.0,0
12.0,21.0,10.0,6.0,4.0,0.0,0.0,3.0,2.0,0.0,0
16.0,10.0,4.0,1.0,8.0,5.0,3.0,9.0,5.0,4.0,0
41.0,16.0,10.0,8.0,7.0,5.0,3.0,2.0,10.0,0.0,1
13.0,12.0,6.0,6.0,9.0,6.0,0.0,1.0,8.0,0.0,0
253.0,191.0,121.0,103.0,116.0,64.0,64.0,72.0,52.0,38.0,1
21.0,9.0,5.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,1
19.0,13.0,8.0,6.0,3.0,1.0,2.0,1.0,2.0,0.0,1
102.0,117.0,24.0,23.0,51.0,15.0,28.0,31.0,36.0,17.0,1
20.0,15.0,8.0,7.0,11.0,7.0,4.0,10.0,12.0,4.0,0
11.0,10.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,0
17.0,10.0,9.0,6.0,15.0,9.0,6.0,5.0,6.0,1.0,0
16.0,9.0,4.0,2.0,6.0,3.0,2.0,3.0,3.0,1.0,0
35.0,20.0,18.0,14.0,33.0,26.0,16.0,25.0,7.0,7.0,0
6.0,3.0,1.0,2.0,5.0,5.0,4.0,5.0,0.0,3.0,0
54.0,24.0,33.0,9.0,44.0,16.0,17.0,34.0,22.0,8.0,0
12.0,7.0,3.0,3.0,9.0,6.0,4.0,8.0,2.0,4.0,0
23.0,17.0,4.0,5.0,25.0,12.0,8.0,8.0,8.0,10.0,0
7.0,4.0,2.0,2.0,6.0,3.0,3.0,8.0,2.0,5.0,0
15.0,9.0,4.0,3.0,7.0,3.0,3.0,1.0,5.0,2.0,1
23.0,17.0,4.0,5.0,25.0,12.0,8.0,8.0,8.0,10.0,0
41.0,32.0,12.0,10.0,6.0,5.0,1.0,2.0,2.0,2.0,1
17.0,14.0,4.0,3.0,24.0,3.0,17.0,19.0,9.0,8.0,0
44.0,26.0,11.0,9.0,12.0,2.0,7.0,10.0,18.0,1.0,0
26.0,19.0,19.0,12.0,29.0,16.0,9.0,11.0,5.0,8.0,0
6.0,3.0,2.0,1.0,3.0,1.0,2.0,5.0,0.0,1.0,0
0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35.0,19.0,10.0,9.0,12.0,7.0,7.0,7.0,12.0,6.0,0
149.0,113.0,52.0,58.0,75.0,41.0,40.0,48.0,16.0,14.0,0
21.0,12.0,6.0,3.0,25.0,8.0,3.0,14.0,6.0,7.0,0
17.0,9.0,7.0,5.0,12.0,5.0,9.0,8.0,1.0,3.0,0
45.0,26.0,20.0,22.0,23.0,16.0,11.0,17.0,2.0,12.0,0
33.0,23.0,10.0,16.0,27.0,15.0,23.0,17.0,13.0,14.0,0
3.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0
15.0,7.0,8.0,4.0,11.0,6.0,8.0,9.0,1.0,3.0,0
19.0,17.0,7.0,8.0,22.0,8.0,3.0,10.0,4.0,3.0,0
3.0,2.0,0.0,0.0,8.0,3.0,5.0,4.0,3.0,4.0,0
3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0
22.0,23.0,4.0,5.0,11.0,4.0,8.0,10.0,8.0,4.0,0
3.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0
45.0,26.0,20.0,22.0,23.0,16.0,11.0,17.0,2.0,12.0,0
33.0,23.0,10.0,16.0,27.0,15.0,23.0,17.0,13.0,14.0,0
15.0,7.0,8.0,4.0,11.0,6.0,8.0,9.0,1.0,3.0,0
32.0,26.0,9.0,7.0,40.0,19.0,16.0,23.0,3.0,11.0,0
78.0,47.0,17.0,12.0,13.0,2.0,5.0,4.0,3.0,0.0,1
33.0,23.0,10.0,16.0,27.0,15.0,23.0,17.0,13.0,14.0,0
15.0,7.0,8.0,4.0,11.0,6.0,8.0,9.0,1.0,3.0,0
32.0,26.0,9.0,7.0,40.0,19.0,16.0,23.0,3.0,11.0,0
78.0,47.0,17.0,12.0,13.0,2.0,5.0,4.0,3.0,0.0,1
15.0,9.0,5.0,3.0,14.0,9.0,9.0,11.0,4.0,5.0,0
31.0,25.0,6.0,5.0,20.0,6.0,5.0,9.0,10.0,3.0,1
48.0,43.0,14.0,11.0,38.0,20.0,11.0,22.0,7.0,6.0,0
47.0,49.0,14.0,9.0,7.0,1.0,4.0,3.0,2.0,1.0,1
7.0,4.0,0.0,0.0,6.0,2.0,2.0,2.0,1.0,4.0,0
48.0,43.0,14.0,11.0,38.0,20.0,11.0,22.0,7.0,6.0,0
47.0,49.0,14.0,9.0,7.0,1.0,4.0,3.0,2.0,1.0,1
7.0,4.0,0.0,0.0,6.0,2.0,2.0,2.0,1.0,4.0,0
21.0,18.0,11.0,9.0,25.0,13.0,13.0,16.0,3.0,11.0,0
15.0,13.0,4.0,5.0,15.0,10.0,5.0,10.0,4.0,3.0,0
34.0,19.0,19.0,6.0,22.0,8.0,3.0,9.0,7.0,3.0,0
20.0,18.0,10.0,4.0,15.0,9.0,6.0,9.0,10.0,2.0,0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
9.0,2.0,7.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1
20.0,16.0,1.0,5.0,5.0,3.0,1.0,3.0,7.0,1.0,0
20.0,19.0,6.0,5.0,10.0,6.0,5.0,7.0,11.0,4.0,0
235.0,164.0,79.0,64.0,93.0,41.0,54.0,66.0,10.0,26.0,1
16.0,11.0,11.0,7.0,17.0,10.0,7.0,5.0,3.0,3.0,0
11.0,12.0,3.0,2.0,12.0,6.0,10.0,6.0,8.0,6.0,0
5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
21.0,16.0,9.0,3.0,13.0,9.0,3.0,6.0,5.0,3.0,1
80.0,72.0,41.0,35.0,9.0,0.0,1.0,7.0,21.0,3.0,0
20.0,8.0,1.0,2.0,3.0,1.0,3.0,3.0,13.0,1.0,0
38.0,27.0,14.0,14.0,27.0,14.0,13.0,15.0,8.0,9.0,1
19.0,16.0,4.0,1.0,8.0,4.0,9.0,13.0,5.0,2.0,0
18.0,15.0,6.0,6.0,7.0,4.0,4.0,4.0,9.0,3.0,0
3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
36.0,30.0,15.0,16.0,12.0,7.0,9.0,7.0,15.0,6.0,0
22.0,18.0,8.0,8.0,0.0,0.0,0.0,1.0,5.0,0.0,0
38.0,24.0,8.0,8.0,5.0,2.0,4.0,5.0,15.0,2.0,0
70.0,51.0,20.0,19.0,26.0,9.0,11.0,18.0,6.0,3.0,1
10.0,10.0,1.0,0.0,10.0,5.0,4.0,6.0,3.0,0.0,1
39.0,28.0,4.0,4.0,9.0,5.0,3.0,4.0,12.0,1.0,0
22.0,18.0,8.0,8.0,0.0,0.0,0.0,1.0,5.0,0.0,0
38.0,24.0,8.0,8.0,5.0,2.0,4.0,5.0,15.0,2.0,0
70.0,51.0,20.0,19.0,26.0,9.0,11.0,18.0,6.0,3.0,1
99.0,87.0,45.0,23.0,63.0,28.0,29.0,37.0,25.0,10.0,1
121.0,77.0,46.0,40.0,65.0,32.0,32.0,37.0,26.0,10.0,0
10.0,10.0,7.0,5.0,17.0,11.0,11.0,11.0,5.0,5.0,0
26.0,22.0,6.0,9.0,5.0,3.0,0.0,2.0,6.0,0.0,0
2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0
7.0,8.0,7.0,2.0,6.0,4.0,1.0,3.0,5.0,1.0,0
13.0,8.0,4.0,4.0,15.0,8.0,11.0,13.0,4.0,6.0,0
29.0,21.0,9.0,13.0,27.0,15.0,24.0,17.0,12.0,15.0,0
26.0,24.0,12.0,6.0,23.0,12.0,11.0,20.0,20.0,9.0,0
1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0
9.0,4.0,3.0,4.0,6.0,6.0,3.0,1.0,3.0,0.0,1
11.0,10.0,5.0,1.0,12.0,8.0,7.0,10.0,4.0,4.0,0
21.0,17.0,7.0,6.0,13.0,4.0,6.0,7.0,17.0,4.0,0
9.0,12.0,2.0,1.0,5.0,1.0,0.0,1.0,3.0,0.0,1
23.0,22.0,11.0,7.0,28.0,14.0,15.0,35.0,9.0,9.0,0
379.0,360.0,197.0,97.0,397.0,232.0,316.0,359.0,119.0,130.0,0
5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
9.0,12.0,2.0,1.0,5.0,1.0,0.0,1.0,3.0,0.0,1
23.0,22.0,11.0,7.0,28.0,14.0,15.0,35.0,9.0,9.0,0
379.0,360.0,197.0,97.0,397.0,232.0,316.0,359.0,119.0,130.0,0
20.0,17.0,4.0,5.0,12.0,4.0,6.0,6.0,3.0,1.0,1
52.0,43.0,24.0,16.0,17.0,4.0,5.0,10.0,14.0,1.0,1
7.0,11.0,4.0,2.0,15.0,7.0,7.0,13.0,11.0,3.0,0
2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
46.0,38.0,11.0,5.0,6.0,3.0,4.0,5.0,4.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.0,10.0,7.0,3.0,13.0,8.0,1.0,6.0,5.0,1.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.0,10.0,7.0,3.0,13.0,8.0,1.0,6.0,5.0,1.0,0
18.0,14.0,6.0,1.0,22.0,9.0,6.0,7.0,12.0,1.0,0
19.0,13.0,10.0,5.0,14.0,7.0,10.0,9.0,8.0,5.0,0
25.0,23.0,14.0,7.0,37.0,26.0,10.0,22.0,19.0,7.0,1
25.0,19.0,11.0,9.0,16.0,13.0,6.0,7.0,9.0,4.0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.0,14.0,11.0,5.0,18.0,13.0,4.0,8.0,4.0,2.0,1
20.0,18.0,5.0,3.0,14.0,4.0,12.0,21.0,8.0,4.0,0
9.0,4.0,4.0,2.0,8.0,6.0,1.0,3.0,3.0,2.0,0
29.0,28.0,12.0,7.0,16.0,8.0,5.0,12.0,15.0,7.0,0
9.0,4.0,4.0,2.0,8.0,6.0,1.0,3.0,3.0,2.0,0
44.0,35.0,26.0,23.0,19.0,12.0,1.0,4.0,23.0,1.0,0
12.0,14.0,4.0,4.0,7.0,0.0,0.0,1.0,2.0,0.0,1
10.0,6.0,7.0,2.0,17.0,11.0,5.0,10.0,5.0,3.0,1
31.0,22.0,5.0,5.0,8.0,3.0,1.0,2.0,3.0,0.0,1
27.0,18.0,7.0,7.0,13.0,6.0,5.0,7.0,6.0,6.0,1
20.0,17.0,4.0,3.0,10.0,9.0,4.0,5.0,7.0,4.0,0
11.0,8.0,1.0,3.0,7.0,1.0,0.0,2.0,8.0,0.0,0
38.0,31.0,18.0,18.0,16.0,10.0,10.0,14.0,9.0,1.0,1
75.0,59.0,35.0,12.0,39.0,9.0,12.0,19.0,16.0,4.0,1
11.0,7.0,4.0,1.0,12.0,5.0,4.0,6.0,4.0,1.0,1
1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0
38.0,31.0,18.0,18.0,16.0,10.0,10.0,14.0,9.0,1.0,1
30.0,14.0,12.0,2.0,7.0,3.0,4.0,1.0,10.0,2.0,0
19.0,9.0,4.0,3.0,17.0,12.0,2.0,4.0,3.0,2.0,0
34.0,30.0,19.0,12.0,30.0,14.0,19.0,12.0,10.0,8.0,1
9.0,3.0,0.0,0.0,17.0,10.0,7.0,6.0,2.0,5.0,0
28.0,17.0,7.0,3.0,7.0,4.0,2.0,2.0,10.0,2.0,0
29.0,20.0,6.0,2.0,4.0,1.0,2.0,4.0,14.0,0.0,0
24.0,22.0,4.0,1.0,9.0,3.0,10.0,11.0,5.0,3.0,0
15.0,13.0,7.0,7.0,5.0,2.0,1.0,5.0,9.0,1.0,0
20.0,24.0,10.0,7.0,24.0,10.0,8.0,13.0,15.0,5.0,1
61.0,63.0,26.0,5.0,94.0,27.0,71.0,100.0,3.0,22.0,0
32.0,24.0,11.0,9.0,2.0,1.0,1.0,5.0,11.0,0.0,0
39.0,21.0,11.0,7.0,3.0,0.0,1.0,0.0,4.0,0.0,1
18.0,18.0,5.0,3.0,8.0,4.0,2.0,6.0,5.0,1.0,1
31.0,15.0,15.0,2.0,10.0,5.0,0.0,5.0,9.0,1.0,0
14.0,7.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,1
52.0,43.0,29.0,11.0,31.0,16.0,17.0,16.0,17.0,4.0,0
14.0,7.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,1
52.0,43.0,29.0,11.0,31.0,16.0,17.0,16.0,17.0,4.0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.0,17.0,8.0,4.0,6.0,0.0,5.0,8.0,4.0,0.0,0
19.0,9.0,14.0,5.0,18.0,10.0,10.0,3.0,7.0,3.0,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
831.0,455.0,291.0,215.0,372.0,179.0,139.0,185.0,102.0,70.0,1
12.0,9.0,1.0,2.0,13.0,3.0,5.0,8.0,1.0,2.0,0
24.0,18.0,5.0,5.0,12.0,7.0,6.0,8.0,5.0,2.0,0
13.0,10.0,10.0,6.0,5.0,3.0,4.0,10.0,6.0,3.0,0
2.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,0
27.0,26.0,17.0,6.0,13.0,9.0,7.0,3.0,14.0,2.0,0
10.0,8.0,6.0,6.0,3.0,2.0,0.0,1.0,1.0,1.0,1
12.0,9.0,1.0,2.0,13.0,3.0,5.0,8.0,1.0,2.0,0
24.0,18.0,5.0,5.0,12.0,7.0,6.0,8.0,5.0,2.0,0
13.0,10.0,10.0,6.0,5.0,3.0,4.0,10.0,6.0,3.0,0
73.0,42.0,19.0,12.0,16.0,2.0,3.0,6.0,9.0,1.0,1
32.0,26.0,18.0,18.0,38.0,16.0,28.0,30.0,7.0,9.0,1
19.0,17.0,3.0,3.0,19.0,9.0,13.0,22.0,8.0,8.0,0
46.0,41.0,25.0,23.0,47.0,11.0,11.0,28.0,20.0,6.0,0
19.0,17.0,3.0,3.0,19.0,9.0,13.0,22.0,8.0,8.0,0
46.0,41.0,25.0,23.0,47.0,11.0,11.0,28.0,20.0,6.0,0
20.0,19.0,3.0,7.0,16.0,7.0,5.0,10.0,6.0,5.0,1
13.0,12.0,5.0,2.0,8.0,1.0,2.0,2.0,3.0,2.0,0
20.0,23.0,10.0,5.0,28.0,7.0,6.0,14.0,4.0,4.0,0
4.0,5.0,3.0,2.0,5.0,4.0,5.0,3.0,2.0,2.0,0
18.0,15.0,5.0,8.0,7.0,3.0,4.0,6.0,3.0,1.0,0
22.0,27.0,7.0,8.0,20.0,8.0,6.0,12.0,9.0,3.0,0
3.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0
14.0,5.0,6.0,2.0,12.0,6.0,5.0,6.0,6.0,3.0,1
20.0,12.0,4.0,6.0,18.0,8.0,6.0,11.0,5.0,7.0,0
17.0,23.0,4.0,2.0,7.0,2.0,2.0,5.0,7.0,0.0,0
24.0,29.0,4.0,6.0,5.0,1.0,1.0,4.0,6.0,1.0,0
18.0,24.0,4.0,5.0,9.0,2.0,3.0,6.0,8.0,1.0,0
14.0,10.0,6.0,3.0,7.0,5.0,4.0,5.0,4.0,0.0,1
13.0,19.0,2.0,4.0,8.0,3.0,2.0,3.0,3.0,0.0,0
23.0,11.0,9.0,10.0,11.0,2.0,8.0,7.0,2.0,3.0,0
35.0,15.0,11.0,7.0,16.0,4.0,12.0,13.0,4.0,3.0,1
21.0,11.0,8.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,1
19.0,19.0,4.0,6.0,7.0,7.0,3.0,4.0,8.0,3.0,0
16.0,18.0,2.0,3.0,10.0,6.0,6.0,7.0,9.0,1.0,0
30.0,18.0,6.0,7.0,9.0,7.0,2.0,6.0,5.0,2.0,1
